@relation Gestures

@attribute Mean_GyroX numeric
@attribute Max_GyroX numeric
@attribute Min_Gyrox numeric
@attribute RMS_Gyrox numeric
@attribute Mean_AcclY numeric
@attribute Max_AcclY numeric
@attribute Min_AcclY numeric
@attribute RMS_AcclY numeric
@attribute Mean_AcclZ numeric
@attribute Max_AcclZ numeric
@attribute Min_AcclZ numeric
@attribute RMS_AcclZ numeric
@attribute Mean_AcclX numeric
@attribute Max_AcclX numeric
@attribute Min_AcclX numeric
@attribute RMS_AcclX numeric
@attribute Mean_GyroY numeric
@attribute Max_GyroY numeric
@attribute Min_GyroY numeric
@attribute RMS_GyroY numeric
@attribute Mean_GyroZ numeric
@attribute Max_GyroZ numeric
@attribute Min_GyroZ numeric
@attribute RMS_GyroZ numeric
@attribute result {straight,forward,straight_to_forward,forward_to_straight}

@data
-0.002147,0.054186,-0.035338,0.02584,7.908318,8.41078,6.86692,7.919983,23.229378,23.657833,22.922297,23.230116,-73.447632,-72.984726,-74.017166,73.448044,-0.001092,0.038421,-0.026188,0.012687,-0.003945,0.036014,-0.035106,0.020284,forward
-0.002147,0.054186,-0.035338,0.02584,7.908318,8.41078,6.86692,7.919983,23.229378,23.657833,22.922297,23.230116,-73.447632,-72.984726,-74.017166,73.448044,-0.001092,0.038421,-0.026188,0.012687,-0.003945,0.036014,-0.035106,0.020284,forward
-0.002147,0.054186,-0.035338,0.02584,7.908318,8.41078,6.86692,7.919983,23.229378,23.657833,22.922297,23.230116,-73.447632,-72.984726,-74.017166,73.448044,-0.001092,0.038421,-0.026188,0.012687,-0.003945,0.036014,-0.035106,0.020284,forward
0.013989,0.043,-0.019265,0.019863,6.953097,7.428149,6.248227,6.96236,24.452309,24.868404,24.019855,24.453337,-73.13401,-72.820007,-73.423378,73.13414,-0.003565,0.017182,-0.054818,0.016551,0.004653,0.039344,-0.019686,0.016676,forward
0.013989,0.043,-0.019265,0.019863,6.953097,7.428149,6.248227,6.96236,24.452309,24.868404,24.019855,24.453337,-73.13401,-72.820007,-73.423378,73.13414,-0.003565,0.017182,-0.054818,0.016551,0.004653,0.039344,-0.019686,0.016676,forward
0.013989,0.043,-0.019265,0.019863,6.953097,7.428149,6.248227,6.96236,24.452309,24.868404,24.019855,24.453337,-73.13401,-72.820007,-73.423378,73.13414,-0.003565,0.017182,-0.054818,0.016551,0.004653,0.039344,-0.019686,0.016676,forward
0.013989,0.043,-0.019265,0.019863,6.953097,7.428149,6.248227,6.96236,24.452309,24.868404,24.019855,24.453337,-73.13401,-72.820007,-73.423378,73.13414,-0.003565,0.017182,-0.054818,0.016551,0.004653,0.039344,-0.019686,0.016676,forward
-0.004241,0.010842,-0.033354,0.0109,6.668326,7.19638,6.135215,6.675684,24.241858,24.590662,23.981546,24.242363,-73.259499,-72.858315,-73.737503,73.259827,0.001851,0.017089,-0.021128,0.010063,0.008292,0.032938,-0.025306,0.016312,forward
-0.004241,0.010842,-0.033354,0.0109,6.668326,7.19638,6.135215,6.675684,24.241858,24.590662,23.981546,24.242363,-73.259499,-72.858315,-73.737503,73.259827,0.001851,0.017089,-0.021128,0.010063,0.008292,0.032938,-0.025306,0.016312,forward
-0.004241,0.010842,-0.033354,0.0109,6.668326,7.19638,6.135215,6.675684,24.241858,24.590662,23.981546,24.242363,-73.259499,-72.858315,-73.737503,73.259827,0.001851,0.017089,-0.021128,0.010063,0.008292,0.032938,-0.025306,0.016312,forward
-0.004241,0.010842,-0.033354,0.0109,6.668326,7.19638,6.135215,6.675684,24.241858,24.590662,23.981546,24.242363,-73.259499,-72.858315,-73.737503,73.259827,0.001851,0.017089,-0.021128,0.010063,0.008292,0.032938,-0.025306,0.016312,forward
0.00313,0.015356,-0.019252,0.009864,6.179633,6.5547,5.639111,6.183163,23.808891,24.13287,23.539074,23.809299,-73.381119,-73.145638,-73.714523,73.381271,-0.001076,0.017967,-0.015496,0.008517,-0.001129,0.016147,-0.015705,0.008294,forward
0.00313,0.015356,-0.019252,0.009864,6.179633,6.5547,5.639111,6.183163,23.808891,24.13287,23.539074,23.809299,-73.381119,-73.145638,-73.714523,73.381271,-0.001076,0.017967,-0.015496,0.008517,-0.001129,0.016147,-0.015705,0.008294,forward
0.00313,0.015356,-0.019252,0.009864,6.179633,6.5547,5.639111,6.183163,23.808891,24.13287,23.539074,23.809299,-73.381119,-73.145638,-73.714523,73.381271,-0.001076,0.017967,-0.015496,0.008517,-0.001129,0.016147,-0.015705,0.008294,forward
0.00313,0.015356,-0.019252,0.009864,6.179633,6.5547,5.639111,6.183163,23.808891,24.13287,23.539074,23.809299,-73.381119,-73.145638,-73.714523,73.381271,-0.001076,0.017967,-0.015496,0.008517,-0.001129,0.016147,-0.015705,0.008294,forward
-0.011226,0.022999,-0.032941,0.01671,5.427568,6.397634,4.936137,5.437778,23.886145,24.274612,23.521835,23.88686,-73.373177,-73.003883,-73.727928,73.373375,0.003629,0.027635,-0.021435,0.011785,-0.005561,0.009689,-0.027596,0.011979,forward
-0.011226,0.022999,-0.032941,0.01671,5.427568,6.397634,4.936137,5.437778,23.886145,24.274612,23.521835,23.88686,-73.373177,-73.003883,-73.727928,73.373375,0.003629,0.027635,-0.021435,0.011785,-0.005561,0.009689,-0.027596,0.011979,forward
-0.011226,0.022999,-0.032941,0.01671,5.427568,6.397634,4.936137,5.437778,23.886145,24.274612,23.521835,23.88686,-73.373177,-73.003883,-73.727928,73.373375,0.003629,0.027635,-0.021435,0.011785,-0.005561,0.009689,-0.027596,0.011979,forward
-0.011226,0.022999,-0.032941,0.01671,5.427568,6.397634,4.936137,5.437778,23.886145,24.274612,23.521835,23.88686,-73.373177,-73.003883,-73.727928,73.373375,0.003629,0.027635,-0.021435,0.011785,-0.005561,0.009689,-0.027596,0.011979,forward
0.019793,0.049498,-0.00025,0.023384,6.525146,7.171478,5.886206,6.531775,24.249479,24.588747,23.75169,24.250158,-73.197487,-72.8564,-73.505737,73.197655,0.003197,0.015264,-0.010449,0.008268,-0.004012,0.008197,-0.021471,0.0088,forward
0.019793,0.049498,-0.00025,0.023384,6.525146,7.171478,5.886206,6.531775,24.249479,24.588747,23.75169,24.250158,-73.197487,-72.8564,-73.505737,73.197655,0.003197,0.015264,-0.010449,0.008268,-0.004012,0.008197,-0.021471,0.0088,forward
0.019793,0.049498,-0.00025,0.023384,6.525146,7.171478,5.886206,6.531775,24.249479,24.588747,23.75169,24.250158,-73.197487,-72.8564,-73.505737,73.197655,0.003197,0.015264,-0.010449,0.008268,-0.004012,0.008197,-0.021471,0.0088,forward
0.019793,0.049498,-0.00025,0.023384,6.525146,7.171478,5.886206,6.531775,24.249479,24.588747,23.75169,24.250158,-73.197487,-72.8564,-73.505737,73.197655,0.003197,0.015264,-0.010449,0.008268,-0.004012,0.008197,-0.021471,0.0088,forward
-0.002228,0.012214,-0.029106,0.010842,5.750724,6.435942,5.307737,5.755427,24.184986,24.381878,23.948982,24.1852,-73.309608,-72.963661,-73.674301,73.309723,0.00073,0.01324,-0.010422,0.005778,-0.004965,0.007705,-0.027317,0.009369,forward
-0.002228,0.012214,-0.029106,0.010842,5.750724,6.435942,5.307737,5.755427,24.184986,24.381878,23.948982,24.1852,-73.309608,-72.963661,-73.674301,73.309723,0.00073,0.01324,-0.010422,0.005778,-0.004965,0.007705,-0.027317,0.009369,forward
-0.002228,0.012214,-0.029106,0.010842,5.750724,6.435942,5.307737,5.755427,24.184986,24.381878,23.948982,24.1852,-73.309608,-72.963661,-73.674301,73.309723,0.00073,0.01324,-0.010422,0.005778,-0.004965,0.007705,-0.027317,0.009369,forward
-0.002228,0.012214,-0.029106,0.010842,5.750724,6.435942,5.307737,5.755427,24.184986,24.381878,23.948982,24.1852,-73.309608,-72.963661,-73.674301,73.309723,0.00073,0.01324,-0.010422,0.005778,-0.004965,0.007705,-0.027317,0.009369,forward
0.001931,0.022946,-0.011023,0.009375,5.494877,5.836403,5.129599,5.497988,24.21278,24.538944,23.824478,24.21347,-73.255211,-72.977074,-73.461685,73.255287,-0.001422,0.010324,-0.01226,0.005883,-0.000056,0.012312,-0.01159,0.006303,forward
0.001931,0.022946,-0.011023,0.009375,5.494877,5.836403,5.129599,5.497988,24.21278,24.538944,23.824478,24.21347,-73.255211,-72.977074,-73.461685,73.255287,-0.001422,0.010324,-0.01226,0.005883,-0.000056,0.012312,-0.01159,0.006303,forward
0.001931,0.022946,-0.011023,0.009375,5.494877,5.836403,5.129599,5.497988,24.21278,24.538944,23.824478,24.21347,-73.255211,-72.977074,-73.461685,73.255287,-0.001422,0.010324,-0.01226,0.005883,-0.000056,0.012312,-0.01159,0.006303,forward
0.001931,0.022946,-0.011023,0.009375,5.494877,5.836403,5.129599,5.497988,24.21278,24.538944,23.824478,24.21347,-73.255211,-72.977074,-73.461685,73.255287,-0.001422,0.010324,-0.01226,0.005883,-0.000056,0.012312,-0.01159,0.006303,forward
-0.00238,0.017087,-0.015936,0.008647,5.279769,6.518307,3.760046,5.363977,24.045748,24.303343,23.719128,24.046186,-73.257843,-72.645699,-73.988426,73.258667,0.001258,0.040085,-0.039198,0.021209,-0.01957,0.053672,-0.061712,0.031853,forward
-0.00238,0.017087,-0.015936,0.008647,5.279769,6.518307,3.760046,5.363977,24.045748,24.303343,23.719128,24.046186,-73.257843,-72.645699,-73.988426,73.258667,0.001258,0.040085,-0.039198,0.021209,-0.01957,0.053672,-0.061712,0.031853,forward
-0.00238,0.017087,-0.015936,0.008647,5.279769,6.518307,3.760046,5.363977,24.045748,24.303343,23.719128,24.046186,-73.257843,-72.645699,-73.988426,73.258667,0.001258,0.040085,-0.039198,0.021209,-0.01957,0.053672,-0.061712,0.031853,forward
-0.00238,0.017087,-0.015936,0.008647,5.279769,6.518307,3.760046,5.363977,24.045748,24.303343,23.719128,24.046186,-73.257843,-72.645699,-73.988426,73.258667,0.001258,0.040085,-0.039198,0.021209,-0.01957,0.053672,-0.061712,0.031853,forward
-0.014981,0.029618,-0.05932,0.026144,6.065051,7.295982,4.543469,6.096776,25.81221,27.655396,24.514042,25.827271,-72.774445,-71.486839,-74.178055,72.777435,-0.0245,0.054173,-0.104114,0.046121,0.034093,0.114313,-0.04785,0.051568,forward
-0.014981,0.029618,-0.05932,0.026144,6.065051,7.295982,4.543469,6.096776,25.81221,27.655396,24.514042,25.827271,-72.774445,-71.486839,-74.178055,72.777435,-0.0245,0.054173,-0.104114,0.046121,0.034093,0.114313,-0.04785,0.051568,forward
-0.014981,0.029618,-0.05932,0.026144,6.065051,7.295982,4.543469,6.096776,25.81221,27.655396,24.514042,25.827271,-72.774445,-71.486839,-74.178055,72.777435,-0.0245,0.054173,-0.104114,0.046121,0.034093,0.114313,-0.04785,0.051568,forward
-0.014981,0.029618,-0.05932,0.026144,6.065051,7.295982,4.543469,6.096776,25.81221,27.655396,24.514042,25.827271,-72.774445,-71.486839,-74.178055,72.777435,-0.0245,0.054173,-0.104114,0.046121,0.034093,0.114313,-0.04785,0.051568,forward
-0.039503,0.230569,-0.266291,0.170098,14.682739,18.306042,10.619305,14.826334,36.749653,39.851124,35.03183,36.76889,-67.139259,-63.296337,-70.644043,67.167999,-0.005625,0.100913,-0.082076,0.038124,0.026234,0.206446,-0.183247,0.103784,forward
-0.039503,0.230569,-0.266291,0.170098,14.682739,18.306042,10.619305,14.826334,36.749653,39.851124,35.03183,36.76889,-67.139259,-63.296337,-70.644043,67.167999,-0.005625,0.100913,-0.082076,0.038124,0.026234,0.206446,-0.183247,0.103784,forward
-0.039503,0.230569,-0.266291,0.170098,14.682739,18.306042,10.619305,14.826334,36.749653,39.851124,35.03183,36.76889,-67.139259,-63.296337,-70.644043,67.167999,-0.005625,0.100913,-0.082076,0.038124,0.026234,0.206446,-0.183247,0.103784,forward
-0.039503,0.230569,-0.266291,0.170098,14.682739,18.306042,10.619305,14.826334,36.749653,39.851124,35.03183,36.76889,-67.139259,-63.296337,-70.644043,67.167999,-0.005625,0.100913,-0.082076,0.038124,0.026234,0.206446,-0.183247,0.103784,forward
-0.026513,0.046116,-0.097258,0.048563,35.938007,37.150326,33.890217,35.948036,32.255653,33.194904,31.417362,32.258087,-62.427536,-60.766022,-64.642906,62.432446,0.01176,0.117438,-0.047002,0.047518,0.018357,0.141624,-0.084948,0.053942,forward
-0.026513,0.046116,-0.097258,0.048563,35.938007,37.150326,33.890217,35.948036,32.255653,33.194904,31.417362,32.258087,-62.427536,-60.766022,-64.642906,62.432446,0.01176,0.117438,-0.047002,0.047518,0.018357,0.141624,-0.084948,0.053942,forward
-0.026513,0.046116,-0.097258,0.048563,35.938007,37.150326,33.890217,35.948036,32.255653,33.194904,31.417362,32.258087,-62.427536,-60.766022,-64.642906,62.432446,0.01176,0.117438,-0.047002,0.047518,0.018357,0.141624,-0.084948,0.053942,forward
-0.026513,0.046116,-0.097258,0.048563,35.938007,37.150326,33.890217,35.948036,32.255653,33.194904,31.417362,32.258087,-62.427536,-60.766022,-64.642906,62.432446,0.01176,0.117438,-0.047002,0.047518,0.018357,0.141624,-0.084948,0.053942,forward
-0.00056,0.218705,-0.234226,0.113386,26.590994,36.44735,16.442301,27.473175,31.940588,34.64299,29.482746,31.962521,-66.110443,-57.168785,-73.568947,66.260315,-0.00187,0.121859,-0.129161,0.06198,-0.261485,0.014589,-0.875093,0.37313,forward
-0.00056,0.218705,-0.234226,0.113386,26.590994,36.44735,16.442301,27.473175,31.940588,34.64299,29.482746,31.962521,-66.110443,-57.168785,-73.568947,66.260315,-0.00187,0.121859,-0.129161,0.06198,-0.261485,0.014589,-0.875093,0.37313,forward
-0.00056,0.218705,-0.234226,0.113386,26.590994,36.44735,16.442301,27.473175,31.940588,34.64299,29.482746,31.962521,-66.110443,-57.168785,-73.568947,66.260315,-0.00187,0.121859,-0.129161,0.06198,-0.261485,0.014589,-0.875093,0.37313,forward
-0.00056,0.218705,-0.234226,0.113386,26.590994,36.44735,16.442301,27.473175,31.940588,34.64299,29.482746,31.962521,-66.110443,-57.168785,-73.568947,66.260315,-0.00187,0.121859,-0.129161,0.06198,-0.261485,0.014589,-0.875093,0.37313,forward
-0.003054,0.109207,-0.071598,0.043061,13.258368,14.500025,11.331854,13.283151,31.955828,32.903755,31.193249,31.958324,-69.69323,-68.360817,-71.128647,69.696388,0.011391,0.093016,-0.071916,0.043247,-0.013494,0.059078,-0.089169,0.040976,forward
-0.003054,0.109207,-0.071598,0.043061,13.258368,14.500025,11.331854,13.283151,31.955828,32.903755,31.193249,31.958324,-69.69323,-68.360817,-71.128647,69.696388,0.011391,0.093016,-0.071916,0.043247,-0.013494,0.059078,-0.089169,0.040976,forward
-0.003054,0.109207,-0.071598,0.043061,13.258368,14.500025,11.331854,13.283151,31.955828,32.903755,31.193249,31.958324,-69.69323,-68.360817,-71.128647,69.696388,0.011391,0.093016,-0.071916,0.043247,-0.013494,0.059078,-0.089169,0.040976,forward
-0.003054,0.109207,-0.071598,0.043061,13.258368,14.500025,11.331854,13.283151,31.955828,32.903755,31.193249,31.958324,-69.69323,-68.360817,-71.128647,69.696388,0.011391,0.093016,-0.071916,0.043247,-0.013494,0.059078,-0.089169,0.040976,forward
-0.00891,0.024544,-0.044553,0.020323,10.979526,11.586612,9.91633,10.985676,30.525223,31.097473,29.708767,30.528156,-70.625931,-69.820389,-71.076935,70.626709,0.012853,0.060991,-0.021102,0.022972,0.001845,0.033524,-0.027756,0.017317,forward
-0.00891,0.024544,-0.044553,0.020323,10.979526,11.586612,9.91633,10.985676,30.525223,31.097473,29.708767,30.528156,-70.625931,-69.820389,-71.076935,70.626709,0.012853,0.060991,-0.021102,0.022972,0.001845,0.033524,-0.027756,0.017317,forward
-0.00891,0.024544,-0.044553,0.020323,10.979526,11.586612,9.91633,10.985676,30.525223,31.097473,29.708767,30.528156,-70.625931,-69.820389,-71.076935,70.626709,0.012853,0.060991,-0.021102,0.022972,0.001845,0.033524,-0.027756,0.017317,forward
-0.00891,0.024544,-0.044553,0.020323,10.979526,11.586612,9.91633,10.985676,30.525223,31.097473,29.708767,30.528156,-70.625931,-69.820389,-71.076935,70.626709,0.012853,0.060991,-0.021102,0.022972,0.001845,0.033524,-0.027756,0.017317,forward
-0.023693,0.078061,-0.201029,0.07474,15.247342,27.009888,8.853251,16.63423,32.877518,35.937843,30.689484,32.927242,-68.81633,-63.060741,-72.454147,68.880157,-0.060243,0.030618,-0.270164,0.107221,0.244875,0.723373,-0.075134,0.336423,forward
-0.023693,0.078061,-0.201029,0.07474,15.247342,27.009888,8.853251,16.63423,32.877518,35.937843,30.689484,32.927242,-68.81633,-63.060741,-72.454147,68.880157,-0.060243,0.030618,-0.270164,0.107221,0.244875,0.723373,-0.075134,0.336423,forward
-0.023693,0.078061,-0.201029,0.07474,15.247342,27.009888,8.853251,16.63423,32.877518,35.937843,30.689484,32.927242,-68.81633,-63.060741,-72.454147,68.880157,-0.060243,0.030618,-0.270164,0.107221,0.244875,0.723373,-0.075134,0.336423,forward
-0.023693,0.078061,-0.201029,0.07474,15.247342,27.009888,8.853251,16.63423,32.877518,35.937843,30.689484,32.927242,-68.81633,-63.060741,-72.454147,68.880157,-0.060243,0.030618,-0.270164,0.107221,0.244875,0.723373,-0.075134,0.336423,forward
0.036566,0.820149,-0.15136,0.232951,28.738762,31.442257,24.885645,28.775316,36.472645,38.462414,32.687309,36.502846,-63.459606,-60.37336,-66.334259,63.473118,-0.026739,0.229745,-0.413378,0.181739,-0.051292,0.091023,-0.538185,0.145731,forward
0.036566,0.820149,-0.15136,0.232951,28.738762,31.442257,24.885645,28.775316,36.472645,38.462414,32.687309,36.502846,-63.459606,-60.37336,-66.334259,63.473118,-0.026739,0.229745,-0.413378,0.181739,-0.051292,0.091023,-0.538185,0.145731,forward
0.036566,0.820149,-0.15136,0.232951,28.738762,31.442257,24.885645,28.775316,36.472645,38.462414,32.687309,36.502846,-63.459606,-60.37336,-66.334259,63.473118,-0.026739,0.229745,-0.413378,0.181739,-0.051292,0.091023,-0.538185,0.145731,forward
0.036566,0.820149,-0.15136,0.232951,28.738762,31.442257,24.885645,28.775316,36.472645,38.462414,32.687309,36.502846,-63.459606,-60.37336,-66.334259,63.473118,-0.026739,0.229745,-0.413378,0.181739,-0.051292,0.091023,-0.538185,0.145731,forward
0.015197,0.224044,-0.173079,0.107433,29.22052,36.889824,25.257244,29.379129,39.922474,46.752522,35.238701,40.042122,-61.96648,-56.050159,-67.307312,62.043278,0.010157,0.257802,-0.176153,0.107943,0.025425,0.602331,-0.362201,0.250398,forward
0.010883,0.069099,-0.067416,0.042294,-18.025227,-17.242962,-18.48418,18.02717,10.601654,14.593669,4.961039,11.289111,-73.705276,-72.115112,-75.689369,73.715988,-0.053483,0.007647,-0.126764,0.071657,-0.00774,0.159454,-0.145669,0.10449,straight
0.010883,0.069099,-0.067416,0.042294,-18.025227,-17.242962,-18.48418,18.02717,10.601654,14.593669,4.961039,11.289111,-73.705276,-72.115112,-75.689369,73.715988,-0.053483,0.007647,-0.126764,0.071657,-0.00774,0.159454,-0.145669,0.10449,straight
0.010883,0.069099,-0.067416,0.042294,-18.025227,-17.242962,-18.48418,18.02717,10.601654,14.593669,4.961039,11.289111,-73.705276,-72.115112,-75.689369,73.715988,-0.053483,0.007647,-0.126764,0.071657,-0.00774,0.159454,-0.145669,0.10449,straight
0.010883,0.069099,-0.067416,0.042294,-18.025227,-17.242962,-18.48418,18.02717,10.601654,14.593669,4.961039,11.289111,-73.705276,-72.115112,-75.689369,73.715988,-0.053483,0.007647,-0.126764,0.071657,-0.00774,0.159454,-0.145669,0.10449,straight
0.010883,0.069099,-0.067416,0.042294,-18.025227,-17.242962,-18.48418,18.02717,10.601654,14.593669,4.961039,11.289111,-73.705276,-72.115112,-75.689369,73.715988,-0.053483,0.007647,-0.126764,0.071657,-0.00774,0.159454,-0.145669,0.10449,straight
0.010883,0.069099,-0.067416,0.042294,-18.025227,-17.242962,-18.48418,18.02717,10.601654,14.593669,4.961039,11.289111,-73.705276,-72.115112,-75.689369,73.715988,-0.053483,0.007647,-0.126764,0.071657,-0.00774,0.159454,-0.145669,0.10449,straight
0.010883,0.069099,-0.067416,0.042294,-18.025227,-17.242962,-18.48418,18.02717,10.601654,14.593669,4.961039,11.289111,-73.705276,-72.115112,-75.689369,73.715988,-0.053483,0.007647,-0.126764,0.071657,-0.00774,0.159454,-0.145669,0.10449,straight
0.006994,0.032108,-0.019159,0.012916,-22.633364,-21.533588,-23.705723,22.643797,9.360754,10.358801,7.903184,9.38918,-72.062263,-71.534729,-72.645699,72.062653,-0.025143,0.063015,-0.136006,0.05088,0.011443,0.089905,-0.107932,0.047553,straight
0.006994,0.032108,-0.019159,0.012916,-22.633364,-21.533588,-23.705723,22.643797,9.360754,10.358801,7.903184,9.38918,-72.062263,-71.534729,-72.645699,72.062653,-0.025143,0.063015,-0.136006,0.05088,0.011443,0.089905,-0.107932,0.047553,straight
0.006994,0.032108,-0.019159,0.012916,-22.633364,-21.533588,-23.705723,22.643797,9.360754,10.358801,7.903184,9.38918,-72.062263,-71.534729,-72.645699,72.062653,-0.025143,0.063015,-0.136006,0.05088,0.011443,0.089905,-0.107932,0.047553,straight
0.006994,0.032108,-0.019159,0.012916,-22.633364,-21.533588,-23.705723,22.643797,9.360754,10.358801,7.903184,9.38918,-72.062263,-71.534729,-72.645699,72.062653,-0.025143,0.063015,-0.136006,0.05088,0.011443,0.089905,-0.107932,0.047553,straight
-0.02883,0.086397,-0.160482,0.062371,-18.271944,-17.018854,-20.937881,18.299519,7.113288,7.997041,5.855558,7.134316,-73.789757,-73.072838,-74.519012,73.790321,-0.044647,0.187214,-0.274585,0.11277,0.019926,0.15008,-0.120821,0.059652,straight
-0.02883,0.086397,-0.160482,0.062371,-18.271944,-17.018854,-20.937881,18.299519,7.113288,7.997041,5.855558,7.134316,-73.789757,-73.072838,-74.519012,73.790321,-0.044647,0.187214,-0.274585,0.11277,0.019926,0.15008,-0.120821,0.059652,straight
-0.02883,0.086397,-0.160482,0.062371,-18.271944,-17.018854,-20.937881,18.299519,7.113288,7.997041,5.855558,7.134316,-73.789757,-73.072838,-74.519012,73.790321,-0.044647,0.187214,-0.274585,0.11277,0.019926,0.15008,-0.120821,0.059652,straight
-0.02883,0.086397,-0.160482,0.062371,-18.271944,-17.018854,-20.937881,18.299519,7.113288,7.997041,5.855558,7.134316,-73.789757,-73.072838,-74.519012,73.790321,-0.044647,0.187214,-0.274585,0.11277,0.019926,0.15008,-0.120821,0.059652,straight
0.039437,0.149009,-0.081292,0.066706,-27.296099,-17.616476,-38.17701,28.327473,15.610626,24.584915,5.583563,16.827576,-68.169731,-61.131878,-74.741203,68.336647,-0.099187,0.610276,-0.596247,0.383475,-0.21921,0.362496,-0.832908,0.384252,straight
0.039437,0.149009,-0.081292,0.066706,-27.296099,-17.616476,-38.17701,28.327473,15.610626,24.584915,5.583563,16.827576,-68.169731,-61.131878,-74.741203,68.336647,-0.099187,0.610276,-0.596247,0.383475,-0.21921,0.362496,-0.832908,0.384252,straight
0.039437,0.149009,-0.081292,0.066706,-27.296099,-17.616476,-38.17701,28.327473,15.610626,24.584915,5.583563,16.827576,-68.169731,-61.131878,-74.741203,68.336647,-0.099187,0.610276,-0.596247,0.383475,-0.21921,0.362496,-0.832908,0.384252,straight
0.039437,0.149009,-0.081292,0.066706,-27.296099,-17.616476,-38.17701,28.327473,15.610626,24.584915,5.583563,16.827576,-68.169731,-61.131878,-74.741203,68.336647,-0.099187,0.610276,-0.596247,0.383475,-0.21921,0.362496,-0.832908,0.384252,straight
-0.012168,0.027194,-0.047216,0.021385,-18.424799,-18.012976,-18.874933,18.426224,8.055614,8.623396,7.566063,8.0624,-73.587135,-72.906204,-74.168495,73.587608,0.000399,0.079021,-0.075924,0.029839,0.005553,0.065895,-0.093137,0.033963,straight
-0.012168,0.027194,-0.047216,0.021385,-18.424799,-18.012976,-18.874933,18.426224,8.055614,8.623396,7.566063,8.0624,-73.587135,-72.906204,-74.168495,73.587608,0.000399,0.079021,-0.075924,0.029839,0.005553,0.065895,-0.093137,0.033963,straight
-0.012168,0.027194,-0.047216,0.021385,-18.424799,-18.012976,-18.874933,18.426224,8.055614,8.623396,7.566063,8.0624,-73.587135,-72.906204,-74.168495,73.587608,0.000399,0.079021,-0.075924,0.029839,0.005553,0.065895,-0.093137,0.033963,straight
-0.012168,0.027194,-0.047216,0.021385,-18.424799,-18.012976,-18.874933,18.426224,8.055614,8.623396,7.566063,8.0624,-73.587135,-72.906204,-74.168495,73.587608,0.000399,0.079021,-0.075924,0.029839,0.005553,0.065895,-0.093137,0.033963,straight
0.00227,0.026874,-0.012594,0.009691,-18.190252,-17.922949,-18.574207,18.190825,8.504619,8.832182,8.313092,8.505827,-73.568947,-73.13797,-73.827538,73.569099,-0.0034,0.016689,-0.016215,0.008147,0.000562,0.020288,-0.034507,0.010279,straight
0.00227,0.026874,-0.012594,0.009691,-18.190252,-17.922949,-18.574207,18.190825,8.504619,8.832182,8.313092,8.505827,-73.568947,-73.13797,-73.827538,73.569099,-0.0034,0.016689,-0.016215,0.008147,0.000562,0.020288,-0.034507,0.010279,straight
0.00227,0.026874,-0.012594,0.009691,-18.190252,-17.922949,-18.574207,18.190825,8.504619,8.832182,8.313092,8.505827,-73.568947,-73.13797,-73.827538,73.569099,-0.0034,0.016689,-0.016215,0.008147,0.000562,0.020288,-0.034507,0.010279,straight
0.00227,0.026874,-0.012594,0.009691,-18.190252,-17.922949,-18.574207,18.190825,8.504619,8.832182,8.313092,8.505827,-73.568947,-73.13797,-73.827538,73.569099,-0.0034,0.016689,-0.016215,0.008147,0.000562,0.020288,-0.034507,0.010279,straight
-0.00903,0.045291,-0.07237,0.024394,-18.4702,-17.635632,-20.215754,18.477337,8.631863,9.270822,7.924254,8.638849,-73.480705,-72.75679,-74.411743,73.481232,0.006838,0.136693,-0.048746,0.037555,0.014849,0.105378,-0.034986,0.032686,straight
-0.00903,0.045291,-0.07237,0.024394,-18.4702,-17.635632,-20.215754,18.477337,8.631863,9.270822,7.924254,8.638849,-73.480705,-72.75679,-74.411743,73.481232,0.006838,0.136693,-0.048746,0.037555,0.014849,0.105378,-0.034986,0.032686,straight
-0.00903,0.045291,-0.07237,0.024394,-18.4702,-17.635632,-20.215754,18.477337,8.631863,9.270822,7.924254,8.638849,-73.480705,-72.75679,-74.411743,73.481232,0.006838,0.136693,-0.048746,0.037555,0.014849,0.105378,-0.034986,0.032686,straight
-0.00903,0.045291,-0.07237,0.024394,-18.4702,-17.635632,-20.215754,18.477337,8.631863,9.270822,7.924254,8.638849,-73.480705,-72.75679,-74.411743,73.481232,0.006838,0.136693,-0.048746,0.037555,0.014849,0.105378,-0.034986,0.032686,straight
-0.011659,0.031095,-0.044979,0.021352,-16.480227,-15.44243,-17.863569,16.497078,8.14074,8.736409,7.665666,8.14462,-74.074661,-71.825882,-75.901962,74.080887,-0.000199,0.08753,-0.072941,0.03866,0.013483,0.126124,-0.082418,0.055172,straight
-0.011659,0.031095,-0.044979,0.021352,-16.480227,-15.44243,-17.863569,16.497078,8.14074,8.736409,7.665666,8.14462,-74.074661,-71.825882,-75.901962,74.080887,-0.000199,0.08753,-0.072941,0.03866,0.013483,0.126124,-0.082418,0.055172,straight
-0.011659,0.031095,-0.044979,0.021352,-16.480227,-15.44243,-17.863569,16.497078,8.14074,8.736409,7.665666,8.14462,-74.074661,-71.825882,-75.901962,74.080887,-0.000199,0.08753,-0.072941,0.03866,0.013483,0.126124,-0.082418,0.055172,straight
-0.011659,0.031095,-0.044979,0.021352,-16.480227,-15.44243,-17.863569,16.497078,8.14074,8.736409,7.665666,8.14462,-74.074661,-71.825882,-75.901962,74.080887,-0.000199,0.08753,-0.072941,0.03866,0.013483,0.126124,-0.082418,0.055172,straight
